GRUPO;IDENTIFICADOR;CODIGO;SERVICIO
HECES;572;;DIRECTO #4
HECES;555;;ENTAMOEBA HISTOLYTICA
HECES;5731;;ESTEATOCRITO (ACIDO)
HECES;564;;GIARDIA EN HECES
HECES;6040;;HIPEROXALURIA PRIMARIA TIPO 2 - GEN GRHPR - SECUENCIACION COMPLETA.
HECES;6041;;HIPEROXALURIA PRIMARIA TIPO I  - GEN AGXT- SECUENCIACION COMPLETA.
HECES;6042;;HIPERPLASIA ADRENAL CONGÉNITA  (DEFICIENCIA 21 HIDROXILASA) -GEN CYP21A2 - SECUENCIACIÓN COMPLETA.
HECES;589;;HISOPADO RECTAL
HECES;6060;;HIV DNA DETECTOR
HECES;6061;;HIV I, CARGA DE RNA VIRAL EN LCR
HECES;6114;;IDENTIFICACION DE MYCOBACTERIAS EN HECES
HECES;6183;;ISOSPORA BELLI (EN MATERIA FECAL)
HECES;6199;;LACTOFERRINA CUALITATIVA EN HECES 
HECES;6200;;LACTOFERRINA CUANTITATIVA EN HECES
HECES;559;;METODO BAERMANN
HECES;575;;METODO DE GRAHAM ( OXYURUS)
HECES;560;;METODO KAKO KATZ
HECES;577;;NOROVIRUS
QUIMICA;1608;270098;ASTO (TURBIDIMETRIA)
HECES;565;;PARASITOLOGICO # 2
HECES;567;;PARASITOLOGICO # 3
INMUNOLOGIA;925;270100;VDRL CUALITATIVO
HECES;590;;PARASITOLOGICO POR CONCENTRACION
HECES;587;;PIGMENTOS BILIARES EN HECES
HECES;570;;PRUEBA DE BAERMANN
HECES;6552;;QUIMOTRIPSINA EN HECES
HECES;2414;;ROTAVIRUS + ADENOVIRUS AG.
HECES;592;;SALMONELLA ANTIGENO
INMUNOLOGIA;836;270142;CITOMEGALOVIRUS IGG
HECES;558;;SANGRE OCULTA 2
HECES;2419;;SHIGELLA ANTIGENO
INMUNOLOGIA;837;270143;CITOMEGALOVIRUS IGM
HECES;581;;T. DE GRAM HECES
HECES;579;;TEST DE GRAHAM
HECES;580;;TINCION DE WRIGHT
HEMATOLOGIA;623;;ANTIGENO PLASMODIUM
HEMATOLOGIA;2361;;CD34 CUANTIFICACION CELULAS MADRES
HEMATOLOGIA;1008;;CISTINA CUALITATIVO
HEMATOLOGIA;7684;;CONCENTRADO DE GLOBULOS ROJOS
HEMATOLOGIA;7686;;CONCENTRADO DE GLOBULOS ROJOS Y PLASMA FRESCO CONGELADO
INMUNOLOGIA;821;270144;TOXOPLASMA IGG
HEMATOLOGIA;5554;;CRIOGLOBULINAS
HEMATOLOGIA;1070;;CRIOPRECIPITADOS 3
HEMATOLOGIA;5655;;DREPANOCITOS (CELULAS FALCIFORMES).
HEMATOLOGIA;1001;;DUCHENNE / BECKER DISTROFIA MUTACION DNA
HEMATOLOGIA;2359;;ENFERMEDAD MINIMA RESIDUAL (LEUCEMIAS)
HEMATOLOGIA;615;;ERITROSEDIMENTACION-VSG
HEMATOLOGIA;619;;FACTOR RH
HEMATOLOGIA;5882;;FRAGILIDAD GLOBULAR
HEMATOLOGIA;610;;FRAGILIDAD OSMOTICA DE HEMATIES
HEMATOLOGIA;609;;FROTIS DE SANGRE PERIFÉRICA
HEMATOLOGIA;2355;;GENOTIPO RH (MADRES RH NEGATIVO)
HEMATOLOGIA;629;;GRUPO SANGUINEO DONANTE #1
HEMATOLOGIA;630;;GRUPO SANGUINEO DONANTE #2
HEMATOLOGIA;627;;GRUPO SANGUINEO RECEPTOR #1
HEMATOLOGIA;628;;GRUPO SANGUINEO RECEPTOR #2
INMUNOLOGIA;822;270145;TOXOPLASMA IGM
INMUNOLOGIA;838;270146;RUBEOLA IGG
HEMATOLOGIA;2356;;HEMATOZOARIOS GOTA GRUESA
HEMATOLOGIA;5967;;HEMOGLOBINA A2 CUANTITATIVA
HEMATOLOGIA;5970;;HEMOGLOBINA PLASMATICA LIBRE
HEMATOLOGIA;631;;HEMOGLOBINA RETICULOCITARIA
HEMATOLOGIA;5971;;HEMOGLOBINURIA PAROXÍSTA NOCTURNA: (CITOMETRIA DE FLUJO)
INMUNOLOGIA;840;270147;RUBEOLA IGM
HEMATOLOGIA;624;;INDUCCION PARA DREPANOCITOS
HEMATOLOGIA;7769;;LABORATORIO CLINICO
HEMATOLOGIA;607;;MIELOPEROXIDASA MPO-ANCA P, ANTIC.
HEMATOLOGIA;594;;PLAQUETAS
HEMATOLOGIA;7685;;PLASMA FRESCO CONGELADO
HEMATOLOGIA;1022;;PLASMALOGENOS
HEMATOLOGIA;614;;PLASMODIUM (GOTA GRUESA)
HEMATOLOGIA;2357;;PLASMODIUM VIVAX Y FALC. ANTIGENO
HEMATOLOGIA;620;;PRUEBA DE COMPATIBILIDAD
HEMATOLOGIA;603;;PRUEBA DE COMPATIBILIDAD #2
HEMATOLOGIA;604;;PRUEBA DE COMPATIBILIDAD #3
HEMATOLOGIA;622;;PRUEBA DE COOMBS INDIRECTO
HEMATOLOGIA;608;;TEST DE HAM
HEMATOLOGIA;7088;;VARIANTE DU
HEMOSTASIA;2400;;ANNEXINA, ANTIC. IGG
HEMOSTASIA;2401;;ANNEXINA, ANTIC. IGM
HEMOSTASIA;662;;ANTITROMBINA III
HEMOSTASIA;659;;COFACTOR DE RISTOCETINA
HEMOSTASIA;5513;;COFACTOR DE RISTOCETINA (F.VW FUNCIONAL)
HEMOSTASIA;5742;;EUGLOBINAS TIEMPO DE LISIS
HEMOSTASIA;5749;;FACTOR DE COAGULACION II (PROTROMBINA)
HEMOSTASIA;5750;;FACTOR DE COAGULACION IX
HEMOSTASIA;5751;;FACTOR DE COAGULACION V (PROCELERINA)
HEMOSTASIA;5752;;FACTOR DE COAGULACIÓN VII (PROCONVERTINA)
HEMOSTASIA;5753;;FACTOR DE COAGULACION X  (STUART-PROWER)
HEMOSTASIA;5754;;FACTOR DE COAGULACION XI (CHRISTMAS)
HEMOSTASIA;5755;;FACTOR DE COAGULACION XII (HAGEMAN)
HEMOSTASIA;5756;;FACTOR DE COAGULACION XIII (UREA)
HEMOSTASIA;647;;FACTOR DE VON WILLEBRAND
HEMOSTASIA;645;;FACTOR IX
HEMOSTASIA;650;;FACTOR V
HEMOSTASIA;651;;FACTOR VII
HEMOSTASIA;658;;FACTOR VIII
HEMOSTASIA;652;;FACTOR X
HEMOSTASIA;664;;FACTOR X ACTIVADO
HEMOSTASIA;653;;FACTOR XI
HEMOSTASIA;654;;FACTOR XII
HEMOSTASIA;657;;FACTOR XIII
HEMOSTASIA;642;;FIBRINOGENO
HEMOSTASIA;646;;HEPARINEMIA
HEMOSTASIA;754;;HOMOCISTEINA
HEMOSTASIA;663;;INHIBIDOR DE FACTOR VIII
HEMOSTASIA;6335;;MYCOPLASMA PNEUMONIAE: ANTICUERPOS IGA
HEMOSTASIA;6519;;PROTEINA C DE LA COAGULACION: PRUEBA FUNCIONAL
HEMOSTASIA;6529;;PROTEINA S DE LA COAGULACION: ANTIGENO TOTAL 
HEMOSTASIA;2402;;PROTOMBINA, ANTICUERPOS IGG
HEMOSTASIA;2403;;PROTOMBINA, ANTICUERPOS IGM
HEMOSTASIA;6535;;PROTROMBINA FRAGMENTOS 1 + 2
HEMOSTASIA;6836;;REPTILASA TIEMPO DE COAGULACION
HEMOSTASIA;656;;RESISTENCIA A LA ASPIRINA Y A P2Y12
HEMOSTASIA;655;;RETRACCION DEL COAGULO
INMUNOLOGIA INFECCIOSA I;878;270156;HIV 1Y2 ANTIC + AG P24
MARCADORES CARDIACOS;1088;270161;PSA LIBRE
INMUNOLOGIA;843;270275;HERPES 1 IGM
HEMOSTASIA;641;;TIEMPO DE TROMBINA
HEMOSTASIA;7026;;TIEMPO DE VENENO DE VIBORA DE RUSELL
HEMOSTASIA;1472;;TP
INMUNOLOGIA;844;270276;HERPES 2 IGM
INMUNOLOGIA;841;270277;HERPES 1 IGG
HORMONAS;690;;ACTH
HORMONAS;5129;;ACTH P.M.
INMUNOLOGIA;842;270278;HERPES 2 IGG
HORMONAS;742;;ANTIC. CONTRA EL RECEPTOR DE TSH
HORMONAS;5446;;CATECOLAMINAS DIFERENCIADAS EN PLASMA (ADRENALINA, NORADRENALINA)
HORMONAS;5448;;CATECOLAMINAS FRACIONADAS EN PLASMA  POR HPLC (ADRENALINA, NORADRENALINA, DOPAMINA)
HORMONAS;5455;;CETOSTEROIDES 17
HORMONAS;5529;;CORTICOSTERONA
HORMONAS;2412;;CORTISOL 11PM
HORMONAS;695;;CORTISOL 4-8 PM
HORMONAS;693;;CORTISOL 7-10 AM
HORMONAS;694;;CORTISOL 8 - 10 PM
HORMONAS;5531;;CORTISOL EN SALIVA
HORMONAS;725;;CORTISOL LIBRE  24 HORAS
HORMONAS;2411;;CORTISOL RITMO CIRCADIANO
HORMONAS;2413;;CORTISOL SALIVAL 11PM
HORMONAS;5535;;CORTISOL: GLOBULINA TRANSPORTADORA (TRANSCORTIN)
HORMONAS;5536;;CORTISOL: PRE Y POS SUPRESION-DEXAMETASONA: 2 MUESTRAS
HORMONAS;5537;;CORTISOL: TEST DE SUPRESION-DEXAMETASONA: 1 MUESTRA
HORMONAS;5586;;DEHIDROEPIANDROSTERONA 
HORMONAS;5587;;DEHIDROEPIANDROSTERONA SULFATO (DHEA-SO4)
HORMONAS;5591;;DEOXICORTICOSTERONA ( 11-DEOXICORTICOSTERONA )
HORMONAS;677;;DHEAS
HORMONAS;726;;DIHIDROTESTOSTERONA
HORMONAS;2386;;DNA-EIA-DS.ANTIC.
HORMONAS;666;;ERITROPOYETINA
INMUNOLOGIA;767;270300;INTERLEUKINA 6 (IL-6)
HORMONAS;5732;;ESTRADIOL
HORMONAS;675;;ESTRIOL LIBRE
HORMONAS;676;;ESTRIOL NO CONJUGADO
HORMONAS;702;;ESTROGENOS
HORMONAS;2409;;FAI (FREE ANDROGEN INDEX)
HORMONAS;5888;;FSH, HORMONA FOLICULO ESTIMULANTE
HORMONAS;668;;GASTRINA
HORMONAS;697;;HGH  30 MINUTOS
HORMONAS;699;;HGH  60 MINUTOS
HORMONAS;700;;HGH  90 MINUTOS
HORMONAS;701;;HGH 120 MINUTOS
HORMONAS;696;;HGH BASAL
HORMONAS;698;;HGH CON ESTIMULO FISICO
HORMONAS;6026;;HIDROXI-PREGNENOLONA 17
HORMONAS;6027;;HIDROXIPROGESTERONA 17
HORMONAS;6028;;HIDROXIPROGESTERONA 17 BASAL Y POS ACTH: 3 MUESTRAS
HORMONAS;6029;;HIDROXIPROGESTERONA 17 BASAL Y POS ACTH: 4 MUESTRAS
HORMONAS;6030;;HIDROXIPROGESTERONA 17 BASAL,  POS ACTH: 5 MUESTRAS
HORMONAS;2421;;HOMA-IR (POST. CARGA 75 GR)
HORMONAS;2420;;HOMA-IR (POST. PRANDIAL)
HORMONAS;6095;;HORMONA ANTI MULLERIANA           
HORMONAS;724;;HORMONA ANTIDIURETICA
HORMONAS;6096;;HORMONA ANTIDIURETICA  (ARGININA-VASOPRESINA) 
HORMONAS;6100;;HORMONA DE CRECIMIENTO BASAL Y POS GLUCOSA: 2 MUESTRAS
HORMONAS;6101;;HORMONA DE CRECIMIENTO BASAL Y POS GLUCOSA: 3 MUESTRAS
HORMONAS;6102;;HORMONA DE CRECIMIENTO BASAL Y POS GLUCOSA: 5 MUESTRAS
HORMONAS;1482;;HORMONA DE CRECIMIENTO. PRUEBA DE ESTIMULACION
HORMONAS;6103;;HORMONA LIBERADORA DE TIROTROPINA  (TRH)
HORMONAS;717;;IGF-1
HORMONAS;689;;INDICE ANDROGENO LIBRE
HORMONAS;2385;;INDICE APO B/APO A1
HORMONAS;6121;;INDICE DE TIROXINA LIBRE (T3 UP TAKE + T4)
HORMONAS;710;;INSULINA  120 MINUTOS
HORMONAS;708;;INSULINA  30 MINUTOS
HORMONAS;709;;INSULINA  60 MINUTOS
HORMONAS;711;;INSULINA 180 MINUTOS
HORMONAS;2422;;INSULINA, ANTICUERPOS, CELULAS DE LOS ISLOTES AC. (DIABELES 1)
HORMONAS;703;;LACTOGENO PLACENTARIO(HPL)
HORMONAS;722;;LEPTINA
HORMONAS;6223;;LH-FSH BASAL Y  POS GNRH: 3 MUESTRAS 
HORMONAS;6224;;LH-FSH BASAL Y POS GNRH: 2 MUESTRAS
HORMONAS;6225;;LH-FSH BASAL Y POS GNRH: 4 MUESTRAS
HORMONAS;685;;PAPP-A
HORMONAS;684;;PARATHORMONA (PTH)
HORMONAS;706;;PEPTIDO C E INDICE (5)
HORMONAS;712;;PEPTIDO C POSTPANDRIAL
HORMONAS;6498;;PREGNENOLONA
INMUNOLOGIA;850;270325;ANTIC. DENGUE IGG
HORMONAS;6505;;PROGESTERONA CURVA: 3 MUESTRAS
HORMONAS;6508;;PROLACTINA (HPRL)
HORMONAS;714;;PROLACTINA 2 BASAL
HORMONAS;674;;PROLACTINA PM
HORMONAS;671;;PROLACTINA POOL
HORMONAS;6531;;PROTEINA TRANSPORTADORA DE LA H. SEXUAL HUMANA
HORMONAS;6832;;RELACION RENINA ALDOSTERONA 
HORMONAS;6833;;RENINA CONCENTRACION POST
HORMONAS;6834;;RENINA: ACTIVIDAD PLASMÁTICA
HORMONAS;6835;;RENINA: CONCENTRACION
HORMONAS;687;;SHBG
HORMONAS;6989;;SOMATOMEDINA C  (FACTOR DE CRECIMIENTO SIMILAR A LA INSULINA - IGF-I)
HORMONAS;6990;;SOMATOSTATINA 
HORMONAS;7005;;T3 AUTOANTICUERPOS
HORMONAS;7009;;T3 UP TAKE (TRIYODOTIRONINA CAPTACION)
HORMONAS;7012;;T4 NORMALIZADO (T4N) (T3 UP TAKE  +  T4)
HORMONAS;721;;TEST SUPRESION DE GH CON TOG
HORMONAS;686;;TESTOSTERONA
HORMONAS;7021;;TESTOSTERONA BIODISPONIBLE 
HORMONAS;688;;TESTOSTERONA LIBRE +SHBG
HORMONAS;713;;TESTOSTERONA POOL
HORMONAS;2408;;TESTOSTERONA POST-GONADOTROPNA
HORMONAS;740;;TIROGLOBULINA (TG)
HORMONAS;7030;;TIROSINA
MARCADORES CARDIACOS;1084;270333;CA 72-4
HORMONAS;7079;;TSI: INMUNOGLOBULINA ESTIMULANTE DEL TIROIDES
INMUNOLOGIA;746;;5-NUCLEOTIDASA
INMUNOLOGIA;1765;;AC. ANTI-P. FALCIPARUM
INMUNOLOGIA;749;;ACETILCOLINA RECEPTORES:
INMUNOLOGIA;798;;ACIDOS BILIARES TOTALES (FLUIDO BILIAR)
INMUNOLOGIA;5138;;ADENOVIRUS: ANTICUERPOS IG G
INMUNOLOGIA;5139;;ADENOVIRUS: ANTICUERPOS IG M
INMUNOLOGIA;5140;;ADENOVIRUS: DETECCIÓN ANTIGENO (IFI)
INMUNOLOGIA;773;;ADRENAL ANTICUERPOS TOTALES
INMUNOLOGIA;5142;;ADRENALES: ANTICUERPOS TOTALES
INMUNOLOGIA;2346;;ALDOSTERONA/REINA INDICE
INMUNOLOGIA;5179;;AMEBA HISTOLITICA: ANTICUERPOS IGG (AMEBIASIS)
INMUNOLOGIA;5180;;AMEBA HISTOLITICA: ANTICUERPOS IGM (AMEBIASIS)
INMUNOLOGIA;5181;;AMEBA HISTOLITICA: ANTÍGENO
INMUNOLOGIA;5198;;ANAPLASMA PHAGOCYTOPHILUM, ANTICUERPOS IGG-IGM
INMUNOLOGIA;5200;;ANDROSTENEDIOL GLUCORONIDE (3ALFA-DIOL G)
INMUNOLOGIA;5201;;ANDROSTENEDIONA
INMUNOLOGIA;5202;;ANDROSTERONA EN SUERO
INMUNOLOGIA;5209;;ANEXINA V: ANTICUERPOS IGG 
INMUNOLOGIA;5210;;ANEXINA V: ANTICUERPOS IGM
INMUNOLOGIA;5215;;ANHIDRASA CARBONICA ANTICUERPOS
INMUNOLOGIA;787;;ANTI - VARICELA  IGG
INMUNOLOGIA;417;;ANTI B 2 GLICOPROTEINA I SCRENN IGG/IGM/IGA
INMUNOLOGIA;760;;ANTI V SINCITIAL RESPITATORIO
INMUNOLOGIA;1651;280067;COMPLEMENTO C4
INMUNOLOGIA;670;280079;PROLACTINA
INMUNOLOGIA;377;;ANTIC. ENDOMISIO (IFI)
INMUNOLOGIA;884;;ANTIC. HEPATITIS C VIRUS
INMUNOLOGIA;820;;ANTIC. TUBERCULOSIS IGG
INMUNOLOGIA;839;;ANTIC. TUBERCULOSIS IGM
INMUNOLOGIA;778;;ANTI-CPP
INMUNOLOGIA;394;;ANTICUERPO ANTINUCLEARES (ANA) HEP-2
INMUNOLOGIA;1487;;ANTICUERPOS ACETILCOLINA
INMUNOLOGIA;804;;ANTICUERPOS ANTI FACTOR INTRINSECO
INMUNOLOGIA;793;;ANTICUERPOS ANTI MEMBRANA BASAL GLOMERULAR IGG
INMUNOLOGIA;2470;;ANTICUERPOS ANTIESPERMATOZOIDES (SUERO)
INMUNOLOGIA;8358;;ANTICUERPOS VIMENTINA CITRULINADA
INMUNOLOGIA;762;;ANTIPEPTIDO CITRULINADO C HS
INMUNOLOGIA;5277;;ASPERGILLUS FUMIGATUS ANTICUERPOS 
INMUNOLOGIA;5278;;ASPERGILLUS FUMIGATUS IGM
INMUNOLOGIA;774;;ASPERGILOSIS
INMUNOLOGIA;5302;;BABESIA MICROTI ANTICUERPOS (IGG - IGM)
INMUNOLOGIA;682;;B-HCG (CUANTITATIVA)
INMUNOLOGIA;683;;BHCG (LIBRE)
INMUNOLOGIA;775;;BLASTOMICOSIS
INMUNOLOGIA;2431;;BORDETELLA PERTUSSIS TOXINA IGA
INMUNOLOGIA;5350;;BRUCELLA ANTICUERPOS (ROSA DE BENGALA)(PRUEBA DE BANG)
INMUNOLOGIA;5351;;BRUCELLA ANTICUERPOS IGG
INMUNOLOGIA;5352;;BRUCELLA ANTICUERPOS IGM
INMUNOLOGIA;1637;;CADENAS KAPPA
INMUNOLOGIA;1638;;CADENAS LAMBDA
INMUNOLOGIA;5383;;CAMPYLOBACTER JEJUNI ANTICUERPOS IG G
INMUNOLOGIA;5402;;CANDIDA ALBICANS ANTICUERPOS IGG
INMUNOLOGIA;5403;;CANDIDA ALBICANS ANTICUERPOS IGM
INMUNOLOGIA;5404;;CANDIDA ANTÍGENO
INMUNOLOGIA;5405;;CANDIDA PANEL: IGG, IGM
INMUNOLOGIA;5406;;CANDIDIASIS INVASIVA, ANTICUERPOS IGG
INMUNOLOGIA;5416;;CARDIOLIPINAS:  ANTICUERPOS IGA
INMUNOLOGIA;5417;;CARDIOLIPINAS:  ANTICUERPOS IGG
INMUNOLOGIA;5418;;CARDIOLIPINAS:  ANTICUERPOS IGM
INMUNOLOGIA;2347;;CATECOLAMINAS PLASMATICA [6]
INMUNOLOGIA;2410;;CATECOLAMINAS PLASMATICAS ADRENALINA, NORADRENALINA, DOPAMINA
INMUNOLOGIA;766;;CELIACA. EVALUACION ENFERMEDAD
INMUNOLOGIA;898;;CHAGAS
INMUNOLOGIA;5459;;CHAGAS: ANTICUERPOS IGG POR EIA 
INMUNOLOGIA;5460;;CHAGAS: ANTICUERPOS IGG POR QUIMIOLUMINISCENCIA
INMUNOLOGIA;5461;;CHAGAS: HEMOAGLUTINACIÓN (HAI)
INMUNOLOGIA;849;;CHLAMYDIA IGA (EIA)
INMUNOLOGIA;846;;CHLAMYDIA IGG (EIA)
INMUNOLOGIA;847;;CHLAMYDIA IGM (EIA)
INMUNOLOGIA;5466;;CHLAMYDIA PNEUMONIAE (CHLAMYDOPHILIA PNEUMIONIAE): ANTICUERPOS IGM
INMUNOLOGIA;5467;;CHLAMYDIA PNEUMONIAE: ANTICUERPOS IGG
INMUNOLOGIA;5469;;CHLAMYDIA PSITACI: ANTICUERPOS IGA 
INMUNOLOGIA;5470;;CHLAMYDIA PSITACI: ANTICUERPOS IGG
INMUNOLOGIA;5472;;CHLAMYDIA TRACHOMATIS: ANTICUERPOS IGA
INMUNOLOGIA;5473;;CHLAMYDIA TRACHOMATIS: ANTICUERPOS IGG
INMUNOLOGIA;5474;;CHLAMYDIA TRACHOMATIS: ANTICUERPOS IGM
INMUNOLOGIA;5475;;CHLAMYDIA TRACHOMATIS: DETECIÓN DE ANTIGENO 
INMUNOLOGIA;783;;CISTICERCO ANTICUERPOS IGG EN LCR
INMUNOLOGIA;5481;;CISTICERCOSIS ANTICUERPOS IGG WESTERN BLOT 
INMUNOLOGIA;5482;;CISTICERCOSIS ANTICUERPOS IGG WESTERN BLOT  EN  LCR
INMUNOLOGIA;2472;;CISTICERCOSIS W.BLOTT
INMUNOLOGIA;2471;;CISTICERCOSIS+TENIA SOLIUM (EIA)
INMUNOLOGIA;5488;;CITOMEGALOVIRUS ANTICUERPOS IGG:  PRUEBA DE AVIDEZ
HORMONAS;672;280083;PROGESTERONA
MARCADORES CARDIACOS;1086;280090;ALFA FETO PROTEINA
INMUNOLOGIA;5494;;CITOTOXICOS ANTICUERPOS 
INMUNOLOGIA;763;;CITRULINA ANTICUERPOS IGG
INMUNOLOGIA;808;;CLOSTRIDIUM DIFFICILE.
INMUNOLOGIA;5511;;COCCIDIOIDES ANTICUERPOS
INMUNOLOGIA;5515;;COLAGENO TIPO II, ANTICUERPOS
INMUNOLOGIA;738;290002;T4 LIBRE
HORMONAS;739;290004;TSH
INMUNOLOGIA;5540;;COXIELLA BURNETII FASE I Y II  ANTICUERPOS IGA, IGG E IGM
INMUNOLOGIA;5541;;COXIELLA BURNETII FASE I Y II  ANTICUERPOS IGG
INMUNOLOGIA;5542;;COXIELLA BURNETII: ANTICUERPOS IGM (FIEBRE Q)
INMUNOLOGIA;5543;;COXSACKIE A9 ANTICUERPOS IGG, SUERO
INMUNOLOGIA;5544;;COXSACKIE A9 ANTICUERPOS IGM, SUERO
INMUNOLOGIA;5545;;COXSACKIE B1-6  ANTICUERPOS IGG, SUERO
INMUNOLOGIA;5546;;COXSACKIE B1-6  ANTICUERPOS IGM, SUERO
INMUNOLOGIA;5547;;COXSACKIEVIRUS A PANEL ANTICUERPOS (TIPOS:  2, 4, 7, 9, 10, 16)
INMUNOLOGIA;784;;CREATIN KINASA ISOENZIMAS
INMUNOLOGIA;772;;CRIOAGLUTININAS
INMUNOLOGIA;890;;DENGUE NS1 AG
INMUNOLOGIA;5592;;DEOXIRRIBONUCLEASA B ANTICUERPOS ( DNASA B) - (ESTREPTOCOCO ANTIUERPOS)
INMUNOLOGIA;5602;;DIFTERIA TOXOIDE, ANTICUERPOS IGG
INMUNOLOGIA;643;;DIMERO D
INMUNOLOGIA;5660;;ECHINOCOCCUS GRANULOSUS (HIDATIDOSIS): ANTICUERPOS IGG
INMUNOLOGIA;5661;;ECHINOCOCCUS GRANULOSUS (HIDATIDOSIS): ANTICUERPOS IGM
INMUNOLOGIA;5662;;ECHOVIRUS ANTICUERPOS EN LCR (TIPOS 4, 7, 9, 11, 30)
INMUNOLOGIA;5664;;ECHOVIRUS ANTICUERPOS IGM
INMUNOLOGIA;5666;;EHRLICHIA ANTICUERPOS IGM
INMUNOLOGIA;5667;;EHRLICHIA CHAFFEENSIS ANTICUERPOS IGG 
INMUNOLOGIA;5668;;EHRLICHIA CHAFFEENSIS ANTICUERPOS IGG, IGM
INMUNOLOGIA;5677;;ENAS TOTALES : ANTICUERPOS ANTINUCLEARES EXTRACTABLES SCREENING  (SM,SSA, SSB, RNP)
INMUNOLOGIA;5680;;ENDOMISIO: ANTICUERPOS IGA
INMUNOLOGIA;5681;;ENDOMISIO: ANTICUERPOS IGG
INMUNOLOGIA;5682;;ENDOMISIO: ANTICUERPOS IGM
INMUNOLOGIA;5704;;ENTEROVIRUS PANEL DE ANTICUERPOS EN SUERO
INMUNOLOGIA;757;;EPIDERMIS MEMBRANA BASAL, ANTICUERPOS
INMUNOLOGIA;826;;EPSTEIN BARR VIRUS ANTICAPSIDE IGM
INMUNOLOGIA;5710;;EPSTEIN BARR: ANTICUERPOS VCA - IGG
INMUNOLOGIA;5711;;EPSTEIN BARR: ANTICUERPOS VCA - IGM
INMUNOLOGIA;5712;;EPSTEIN BARR: ANTIGENO NUCLEAR: AC. IGG  (EBNA IGG) 
INMUNOLOGIA;5713;;EPSTEIN BARR: ANTIGENO NUCLEAR: AC. IGM  (EBNA IGM)
INMUNOLOGIA;5714;;EPSTEIN BARR: ANTIGENO TEMPRANO: AC. IGA
INMUNOLOGIA;5715;;EPSTEIN BARR: ANTIGENO TEMPRANO: AC. IGG
INMUNOLOGIA;5716;;EPSTEIN BARR: ANTIGENO TEMPRANO: AC. IGM
INMUNOLOGIA;5736;;ESTRONGILOIDES: ANTICUERPOS IGG
INMUNOLOGIA;744;;FACTOR NEFRITICO (C3 NEFRITICO)
INMUNOLOGIA;5794;;FILARIA ANTICUERPO IGG
INMUNOLOGIA;5795;;FILARIA ANTICUERPO IGG4
INMUNOLOGIA;781;;FOSFATASA ACIDA TARTRATO RESISTENTE
INMUNOLOGIA;5871;;FOSFATIDIL COLINA ANTICUERPOS IGA, IGG E IGM
INMUNOLOGIA;5872;;FOSFATIDIL ETANOLAMINA: ANTICUERPOS IGG
INMUNOLOGIA;5873;;FOSFATIDIL ETANOLAMINA: ANTICUERPOS IGM
INMUNOLOGIA;5874;;FOSFATIDIL GLICEROL: ANTICUERPOS IGG
INMUNOLOGIA;5875;;FOSFATIDIL INOSITOL:  ANTICUERPOS IGG
INMUNOLOGIA;5876;;FOSFATIDIL INOSITOL: ANTICUERPOS IGM
INMUNOLOGIA;5877;;FOSFATIDIL SERINA:  ANTICUERPOS IGG
INMUNOLOGIA;5878;;FOSFATIDIL SERINA:  ANTICUERPOS IGM
INMUNOLOGIA;5879;;FOSFOLIPIDOS PERFIL COMPLETO  AC. IGG 
INMUNOLOGIA;736;290005;T3 LIBRE
INMUNOLOGIA;5896;;GANGLIOSIDO ASIALO GM-1 IGG (GM1) 
INMUNOLOGIA;5897;;GANGLIOSIDO ASIALO GM-1 IGM (GM1)
INMUNOLOGIA;2349;;GH-H DE CRECIMIENTO
INMUNOLOGIA;5930;;GIARDIA LAMBLIA: ANTICUERPOS IG G
INMUNOLOGIA;5931;;GIARDIA LAMBLIA: ANTICUERPOS IG M 
INMUNOLOGIA;5932;;GIARDIA LAMBLIA: ANTIGENO 
INMUNOLOGIA;5933;;GLIADINA DEAMINADA:  ANTICUERPOS  IGA - IGG (SCREENING CELÍACO)
INMUNOLOGIA;5934;;GLIADINA: ANTICUERPOS IG A
INMUNOLOGIA;5935;;GLIADINA: ANTICUERPOS IG G
INMUNOLOGIA;5936;;GLIADINA: ANTICUERPOS IGM
INMUNOLOGIA;5940;;GLICOPROTEINA ASOCIADA A LA MIELINA AC. IGM (MAG)
INMUNOLOGIA;5941;;GLICOPROTEINA ASOCIADA A LA MIELINA AC. IGM (MAG) EN LCR
INMUNOLOGIA;5942;;GLOMERULAR MEMBRANA BASAL: ANTICUERPOS IGG (EIA)
INMUNOLOGIA;5945;;GONADOTROFINA CORIONICA (HCG-B)
INMUNOLOGIA;5952;;HANTAVIRUS ANTICUERPOS IGG E IGM
INMUNOLOGIA;679;290030;FSH
INMUNOLOGIA;5954;;HE-4 (PROTEÍNA EPIDIDIMAL HUMANA) - MONITOREO CANCER DE OVARIO, INCLUYE CA 125 - PERFIL ROMA
HORMONAS;673;290032;ESTRADIOL
INMUNOLOGIA;834;;HELICOBACTER PYLORI IGA
INMUNOLOGIA;833;;HELICOBACTER PYLORI IGG
INMUNOLOGIA;835;;HELICOBACTER PYLORI IGM
INMUNOLOGIA;5974;;HEPARINA FACTOR IV PLAQUETARIO (FP4) ANTICUERPOS
INMUNOLOGIA;859;;HEPATITIS  B(HBSAG)
INMUNOLOGIA;868;;HEPATITIS A ANTICUERPOS IGG
INMUNOLOGIA;866;;HEPATITIS B (ANTI-HBS)
INMUNOLOGIA;864;;HEPATITIS B (ANTII-HBE) ANTICUERPOS E
